# Number of vertices
414
-0.07255669,0.0570053,-0.01805294,		0.5558704,0.4738691
-0.02897211,0.0569327,-0.01785346,		0.5563806,0.4740549
-0.03834566,0.08832839,0.003891557,		0.6120118,0.3736361
-0.03118317,-0.0432373,0.01932833,		0.9528239,0.9831633
-0.05853937,-0.04313116,0.01914449,		0.9535649,0.9828178
-0.02762008,-0.04277441,0.0786261,		0.7254652,0.9614824
-0.03719754,-0.02323148,0.08244708,		0.717365,0.8852174
-0.05136594,-0.02323148,0.08443673,		0.7127245,0.8748617
-0.06061142,-0.04277442,0.08040346,		0.7186458,0.9608859
-0.03305047,-0.04278398,0.09508491,		0.6623127,0.9559943
-0.05720082,-0.04278398,0.09863885,		0.66163,0.9012731
-0.03446328,-0.01505525,0.01906042,		0.6592101,0.626344
-0.03300249,-0.01952168,0.04789656,		0.7717426,0.6270041
-0.05553994,-0.01952168,0.04789656,		0.7717426,0.6270041
-0.05713414,-0.01505524,0.01890549,		0.6588138,0.626344
-0.01519047,0.2088494,-0.161224,		0.01271788,0.5133217
-0.01519047,0.2188969,-0.1333461,		0.01271788,0.493829
-0.03043412,0.1295442,-0.09409277,		0.8561455,0.6734636
-0.03043411,0.09301865,-0.1136391,		0.9700722,0.7628431
-0.0005750954,0.09346803,-0.1144174,		0.952518,0.7515589
-0.0005750954,0.1248267,-0.0978542,		0.8759435,0.6991858
-0.04770191,0.1230142,-0.01417794,		0.643527,0.6727772
-0.0477019,0.0996559,-0.01417794,		0.643527,0.7616273
-0.0345713,0.09965591,-0.01507668,		0.6458895,0.7495643
-0.0345713,0.123,-0.01507669,		0.6458895,0.6989697
-0.04558298,0.1299907,0.01235187,		0.8132848,0.1919619
-0.04558298,0.09268369,0.01235188,		0.8132848,0.01283216
-0.04113793,0.0926837,0.01825344,		0.7849483,0.01283216
-0.04113793,0.129968,0.01825344,		0.7849484,0.191853
-0.06334525,0.1209399,0.01305426,		0.6787109,0.1485047
-0.06334525,0.1017289,0.01305426,		0.6787109,0.05626297
-0.0637336,0.1017289,0.01727214,		0.6584588,0.05626297
-0.0637336,0.1209282,0.01727214,		0.6584588,0.1484486
-0.09161609,0.2514051,-0.1291154,		0.1609888,0.4307606
-0.0684103,0.2498182,-0.1438912,		0.115968,0.4338396
-0.0684103,0.2674892,-0.1588268,		0.115968,0.3995566
-0.09161609,0.2690761,-0.1718326,		0.4532331,0.5414987
-0.09161609,0.280515,-0.1275469,		0.1609888,0.3742856
-0.07085294,0.2808447,-0.1422966,		0.1207068,0.3736459
-0.07085294,0.2837893,-0.1569434,		0.1207069,0.3679332
-0.09161609,0.2860793,-0.169746,		0.1609888,0.3634905
-0.1161171,0.2375773,-0.1600629,		0.5023652,0.6046635
-0.1357819,0.220506,-0.1637851,		0.5417992,0.6388966
-0.149653,0.05204992,-0.112299,		0.5696151,0.9767033
-0.1146044,0.08931536,-0.07900091,		0.4163443,0.358811
-0.149653,0.05204992,-0.112299,		0.3311562,0.454149
-0.1146044,0.08931536,-0.07900091,		0.4163443,0.358811
-0.09161609,0.04417982,-0.08950163,		0.3894798,0.4742835
-0.1455737,0.181211,-0.1589799,		0.2656702,0.5669421
-0.1502297,-0.01952168,0.04789656,		0.8511739,0.8825814
-0.1502297,-0.01952168,0.04789656,		0.8431172,0.7947222
-0.1276923,-0.01952168,0.04789656,		0.8504754,0.8788274
-0.1460347,-0.02323148,0.08244708,		0.7155514,0.8216578
-0.1276923,-0.01952168,0.04789656,		0.8511739,0.8825814
-0.1318662,-0.02323148,0.08443673,		0.7097307,0.8845496
-0.1501817,-0.04278398,0.09508491,		0.6670357,0.810308
-0.1260314,-0.04278398,0.09863885,		0.6486768,0.9548013
-0.1487689,-0.01505525,0.01906042,		0.9633119,0.8751242
-0.1260981,-0.01505524,0.01890549,		0.9639065,0.8751763
-0.1680417,0.2088494,-0.161224,		0.6064901,0.6622717
-0.1455737,0.1919435,-0.1151404,		0.8555577,0.520107
-0.1455737,0.181211,-0.1589799,		0.9734914,0.5072043
-0.1680417,0.2088494,-0.161224,		0.954187,0.4369193
-0.1680417,0.2188969,-0.1333461,		0.8762951,0.4371641
-0.1680417,0.2188969,-0.1333461,		0.8762951,0.4371641
-0.1355303,0.1230142,-0.01417794,		0.9406679,0.1584643
-0.1355303,0.0996559,-0.01417794,		0.9406679,0.04630917
-0.1486609,0.09965591,-0.01507668,		0.9449832,0.04630917
-0.1486609,0.123,-0.01507669,		0.9449832,0.1583961
-0.1486609,0.123,-0.01507669,		0.9449832,0.1583961
-0.1148219,0.2674892,-0.1588268,		0.4997679,0.544681
-0.09161609,0.2860793,-0.169746,		0.4532331,0.5074019
-0.1123793,0.2837893,-0.1569434,		0.4948697,0.5119941
-0.06711512,0.2375773,-0.1600629,		0.404101,0.6046635
-0.04745027,0.220506,-0.1637851,		0.364667,0.6388966
-0.0335792,0.05204992,-0.112299,		0.3368511,0.9767033
-0.06862783,0.08931536,-0.07900091,		0.4163443,0.358811
-0.0335792,0.05204992,-0.112299,		0.3311562,0.454149
-0.06862783,0.08931536,-0.07900091,		0.4163443,0.358811
-0.03765848,0.181211,-0.1589799,		0.05630737,0.5669421
-0.03300249,-0.01952168,0.04789656,		0.8511739,0.8825814
-0.03300249,-0.01952168,0.04789656,		0.8430893,0.7944032
-0.03719754,-0.02323148,0.08244708,		0.7155237,0.8213385
-0.05553994,-0.01952168,0.04789656,		0.8504475,0.8785082
-0.05553994,-0.01952168,0.04789656,		0.8511739,0.8825814
-0.05136594,-0.02323148,0.08443673,		0.709731,0.8845496
-0.03305047,-0.04278398,0.09508491,		0.6670077,0.8099887
-0.05720082,-0.04278398,0.09863885,		0.6486768,0.9548011
-0.03446328,-0.01505525,0.01906042,		0.9633119,0.875124
-0.05713414,-0.01505524,0.01890549,		0.9639065,0.8751761
-0.01519047,0.2088494,-0.161224,		0.299976,0.6622717
-0.03765848,0.1919435,-0.1151404,		0.8555577,0.520107
-0.03765848,0.181211,-0.1589799,		0.9734913,0.5072041
-0.01519047,0.2088494,-0.161224,		0.9541871,0.4369189
-0.01519047,0.2188969,-0.1333461,		0.8762951,0.4371641
-0.01519047,0.2188969,-0.1333461,		0.8762951,0.4371641
-0.04770191,0.1230142,-0.01417794,		0.9406679,0.1584643
-0.0477019,0.0996559,-0.01417794,		0.9406679,0.04630929
-0.0345713,0.09965591,-0.01507668,		0.9449832,0.04630935
-0.0345713,0.123,-0.01507669,		0.9449832,0.1583962
-0.0345713,0.123,-0.01507669,		0.9449832,0.1583962
-0.0684103,0.2674892,-0.1588268,		0.4066982,0.544681
-0.07085294,0.2837893,-0.1569434,		0.4115965,0.5119941
-0.09161609,0.2860793,-0.169746,		0.4532331,0.5074019
-0.1170695,0.3045204,-0.1124079,		0.2110748,0.1052408
-0.124835,0.3041092,-0.1418823,		0.2363878,0.1065812
-0.1204264,0.3218948,-0.1782193,		0.4166945,0.04860938
-0.09151259,0.2865395,-0.1848938,		0.3367075,0.1590948
-0.115849,0.2865395,-0.1082401,		0.2070965,0.1638526
-0.1217364,0.2865395,-0.1418823,		0.2262874,0.1638526
-0.1198774,0.2865395,-0.1772377,		0.4151756,0.1590948
-0.09151259,0.2511842,-0.1744911,		0.3367075,0.2695803
-0.105246,0.2511842,-0.1051298,		0.1725343,0.295608
-0.112271,0.2511842,-0.1418823,		0.1954334,0.295608
-0.1113343,0.2511842,-0.1668824,		0.3915422,0.2695803
-0.114826,0.3307405,-0.121622,		0.2037618,0.01977223
-0.1194238,0.3307405,-0.1418824,		0.2187491,0.01977223
-0.1173895,0.3306073,-0.1696825,		0.4082932,0.02138305
-0.09811445,0.2474904,-0.1053274,		0.1492876,0.3076484
-0.09873078,0.2511842,-0.1002171,		0.1512967,0.295608
-0.09875905,0.2821755,-0.1039471,		0.1513889,0.1780778
-0.09151259,0.265911,-0.1788242,		0.3367075,0.2235591
-0.1083351,0.265911,-0.1054338,		0.1826035,0.2511923
-0.1179604,0.265911,-0.1418823,		0.2139789,0.2511924
-0.1157077,0.265911,-0.1711957,		0.4036407,0.2235591
-0.0995561,0.265911,-0.1017708,		0.153987,0.2511923
-0.09151259,0.3365395,-0.1418824,		0.1277677,0.0008692145
-0.09151259,0.3218948,-0.1838749,		0.3367075,0.04860938
-0.09151259,0.3017433,-0.106527,		0.1277678,0.114293
-0.06595569,0.3045204,-0.1124079,		0.04446076,0.1052408
-0.05819017,0.3041092,-0.1418823,		0.01914771,0.1065812
-0.06259875,0.3218948,-0.1782193,		0.2567204,0.04860938
-0.09151259,0.2821755,-0.09340633,		0.1277678,0.1780778
-0.06717615,0.2865395,-0.1082401,		0.04843907,0.1638526
-0.06128876,0.2865395,-0.1418823,		0.02924809,0.1638526
-0.06314781,0.2865395,-0.1772377,		0.2582393,0.1590948
-0.09151259,0.2511842,-0.1002676,		0.1277678,0.295608
-0.07777914,0.2511842,-0.1051298,		0.08300133,0.295608
-0.07075414,0.2511842,-0.1418823,		0.06010208,0.295608
-0.07169087,0.2511842,-0.1668824,		0.2818728,0.2695803
-0.09151259,0.2365395,-0.1418824,		0.3367075,0.3153449
-0.09151259,0.3306073,-0.1748812,		0.3367075,0.02138305
-0.09151259,0.3307405,-0.1154908,		0.1277678,0.01977223
-0.06819916,0.3307405,-0.121622,		0.05177372,0.01977223
-0.06360137,0.3307405,-0.1418824,		0.03678643,0.01977223
-0.06563567,0.3306073,-0.1696825,		0.2651217,0.02138305
-0.09151259,0.2460665,-0.1049296,		0.1277678,0.3122897
-0.08491074,0.2474904,-0.1053274,		0.1062479,0.3076484
-0.0842944,0.2511842,-0.1002171,		0.1042389,0.295608
-0.08426613,0.2821755,-0.1039471,		0.1041467,0.1780778
-0.09151259,0.2790875,-0.1011776,		0.1277678,0.1881437
-0.07469012,0.265911,-0.1054338,		0.07293215,0.2511923
-0.06506475,0.265911,-0.1418823,		0.04155659,0.2511924
-0.06731749,0.265911,-0.1711957,		0.2697743,0.2235591
-0.08346908,0.265911,-0.1017708,		0.1015486,0.2511923
-0.09151259,0.265911,-0.0999905,		0.1277678,0.2511923
-0.1292552,0.2876127,-0.1281905,		0.6216239,0.2435903
-0.1292552,0.2957557,-0.1292104,		0.617395,0.2098258
-0.1292552,0.3029165,-0.132147,		0.6052184,0.1801338
-0.1292552,0.3082315,-0.1366462,		0.5865629,0.1580957
-0.1292552,0.3110595,-0.1421653,		0.5636784,0.1463694
-0.1292552,0.3110595,-0.1480385,		0.5393254,0.1463694
-0.1292552,0.3082315,-0.1535576,		0.5164409,0.1580957
-0.1292552,0.3029165,-0.1580568,		0.4977853,0.1801338
-0.1292552,0.2957557,-0.1609934,		0.4856088,0.2098258
-0.1292552,0.2876127,-0.1620133,		0.4813799,0.2435903
-0.1292552,0.2794697,-0.1609934,		0.4856088,0.2773547
-0.1292552,0.2723089,-0.1580568,		0.4977853,0.3070467
-0.1292552,0.2669939,-0.1535576,		0.5164409,0.3290849
-0.1292552,0.2641658,-0.1480385,		0.5393253,0.3408113
-0.1292552,0.2641658,-0.1421653,		0.5636784,0.3408113
-0.1292552,0.2669939,-0.1366462,		0.5865628,0.329085
-0.1292552,0.2723088,-0.1321471,		0.6052184,0.3070468
-0.1292552,0.2794697,-0.1292104,		0.617395,0.2773548
-0.1169876,0.2876127,-0.1281905,		0.6216239,0.2435903
-0.1169876,0.2957557,-0.1292104,		0.617395,0.2098258
-0.1169876,0.3029165,-0.1321471,		0.6052184,0.1801338
-0.1169876,0.3082315,-0.1366462,		0.5865629,0.1580957
-0.1169876,0.3082315,-0.1535576,		0.5164409,0.1580957
-0.1169876,0.3029165,-0.1580568,		0.4977853,0.1801338
-0.1169876,0.2957557,-0.1609934,		0.4856088,0.2098258
-0.1169876,0.2876127,-0.1620133,		0.4813799,0.2435903
-0.1169876,0.2794697,-0.1609934,		0.4856088,0.2773547
-0.1169876,0.2723089,-0.1580568,		0.4977853,0.3070468
-0.1169876,0.2669939,-0.1535576,		0.5164409,0.3290849
-0.1169876,0.2641658,-0.1480385,		0.5393253,0.3408113
-0.1169876,0.2641658,-0.1421653,		0.5636784,0.3408113
-0.1169876,0.2669939,-0.1366462,		0.5865628,0.329085
-0.1169876,0.2723088,-0.1321471,		0.6052184,0.3070468
-0.1169876,0.2794697,-0.1292104,		0.617395,0.2773548
-0.1319098,0.2876127,-0.1366462,		0.5865629,0.2435903
-0.1319098,0.2916842,-0.1371562,		0.5844485,0.2267081
-0.1319098,0.2952646,-0.1386245,		0.5783601,0.2118621
-0.1319098,0.2979221,-0.1408741,		0.5690324,0.200843
-0.1319098,0.2993361,-0.1436336,		0.5575902,0.1949798
-0.1319098,0.2993361,-0.1465702,		0.5454136,0.1949798
-0.1319098,0.2979221,-0.1493298,		0.5339714,0.200843
-0.1319098,0.2952646,-0.1515793,		0.5246436,0.2118621
-0.1319098,0.2916842,-0.1530477,		0.5185553,0.2267081
-0.1319098,0.2876127,-0.1535576,		0.5164409,0.2435903
-0.1319098,0.2835412,-0.1530477,		0.5185553,0.2604725
-0.1319098,0.2799608,-0.1515793,		0.5246436,0.2753185
-0.1319098,0.2773033,-0.1493298,		0.5339714,0.2863376
-0.1319098,0.2758893,-0.1465702,		0.5454136,0.2922007
-0.1319098,0.2758892,-0.1436336,		0.5575901,0.2922007
-0.1319098,0.2773033,-0.1408741,		0.5690324,0.2863376
-0.1319098,0.2799608,-0.1386245,		0.5783601,0.2753186
-0.1319098,0.2835412,-0.1371562,		0.5844484,0.2604726
-0.1319098,0.2876127,-0.1451019,		0.5515019,0.2435903
-0.1146728,0.2498495,-0.118854,		0.5833333,0.8
-0.1141254,0.2551645,-0.1159619,		0.6388888,0.8
-0.1185709,0.2497318,-0.1161974,		0.6950067,0.3328528
-0.1184812,0.2550468,-0.1133054,		0.7069983,0.3108146
-0.1038186,0.2551645,-0.1045979,		0.7431034,0.3103265
-0.1031822,0.2498495,-0.1042245,		0.7446519,0.3323646
-0.1057995,0.2497318,-0.1007348,		0.7591215,0.3328528
-0.1066923,0.2550468,-0.1008614,		0.7585965,0.3108146
-0.0535629,0.2876127,-0.1281905,		0.6216239,0.2435902
-0.0535629,0.2957557,-0.1292104,		0.617395,0.2098258
-0.0535629,0.3029165,-0.132147,		0.6052185,0.1801338
-0.0535629,0.3082315,-0.1366462,		0.5865629,0.1580957
-0.05356289,0.3110595,-0.1421653,		0.5636785,0.1463693
-0.05356289,0.3110595,-0.1480385,		0.5393254,0.1463693
-0.05356289,0.3082315,-0.1535576,		0.5164409,0.1580957
-0.05356289,0.3029165,-0.1580568,		0.4977854,0.1801338
-0.05356289,0.2957557,-0.1609934,		0.4856089,0.2098258
-0.05356289,0.2876127,-0.1620132,		0.48138,0.2435902
-0.05356289,0.2794697,-0.1609934,		0.4856089,0.2773547
-0.05356289,0.2723089,-0.1580568,		0.4977854,0.3070467
-0.05356289,0.2669939,-0.1535576,		0.5164409,0.3290849
-0.05356289,0.2641658,-0.1480385,		0.5393254,0.3408112
-0.05356289,0.2641658,-0.1421653,		0.5636784,0.3408112
-0.05356289,0.2669939,-0.1366462,		0.5865629,0.3290849
-0.05356289,0.2723088,-0.132147,		0.6052185,0.3070468
-0.0535629,0.2794697,-0.1292104,		0.617395,0.2773548
-0.06583051,0.2876127,-0.1281905,		0.6216239,0.2435903
-0.06583051,0.2957557,-0.1292104,		0.617395,0.2098258
-0.06583051,0.3029165,-0.132147,		0.6052185,0.1801338
-0.06583051,0.3082315,-0.1366462,		0.5865629,0.1580957
-0.0658305,0.3082315,-0.1535576,		0.5164409,0.1580957
-0.0658305,0.3029165,-0.1580568,		0.4977854,0.1801338
-0.0658305,0.2957557,-0.1609934,		0.4856088,0.2098258
-0.0658305,0.2876127,-0.1620132,		0.48138,0.2435902
-0.0658305,0.2794697,-0.1609934,		0.4856088,0.2773547
-0.0658305,0.2723088,-0.1580568,		0.4977854,0.3070467
-0.0658305,0.2669939,-0.1535576,		0.5164409,0.3290849
-0.0658305,0.2641658,-0.1480385,		0.5393254,0.3408113
-0.06583051,0.2641658,-0.1421653,		0.5636784,0.3408113
-0.06583051,0.2669939,-0.1366462,		0.5865629,0.329085
-0.06583051,0.2723088,-0.132147,		0.6052185,0.3070468
-0.06583051,0.2794697,-0.1292104,		0.617395,0.2773548
-0.05090833,0.2876127,-0.1366462,		0.5865629,0.2435902
-0.05090833,0.2916842,-0.1371561,		0.5844485,0.2267081
-0.05090833,0.2952646,-0.1386245,		0.5783602,0.211862
-0.05090833,0.2979221,-0.140874,		0.5690324,0.2008429
-0.05090833,0.2993361,-0.1436336,		0.5575902,0.1949798
-0.05090833,0.2993361,-0.1465702,		0.5454137,0.1949798
-0.05090833,0.2979221,-0.1493297,		0.5339714,0.200843
-0.05090833,0.2952646,-0.1515793,		0.5246437,0.211862
-0.05090833,0.2916842,-0.1530476,		0.5185554,0.2267081
-0.05090833,0.2876127,-0.1535576,		0.5164409,0.2435902
-0.05090832,0.2835412,-0.1530476,		0.5185554,0.2604725
-0.05090833,0.2799608,-0.1515793,		0.5246437,0.2753185
-0.05090833,0.2773033,-0.1493297,		0.5339714,0.2863376
-0.05090833,0.2758892,-0.1465702,		0.5454137,0.2922007
-0.05090833,0.2758892,-0.1436336,		0.5575902,0.2922007
-0.05090833,0.2773033,-0.1408741,		0.5690324,0.2863376
-0.05090833,0.2799608,-0.1386245,		0.5783602,0.2753185
-0.05090833,0.2835412,-0.1371562,		0.5844485,0.2604725
-0.05090833,0.2876127,-0.1451019,		0.5515019,0.2435902
-0.1148605,0.3304974,-0.1366462,		0.5865629,0.0657711
-0.1209944,0.334564,-0.1366462,		0.5865629,0.04890937
-0.1209944,0.337392,-0.1421653,		0.5636784,0.03718311
-0.1209944,0.337392,-0.1480385,		0.5393254,0.03718311
-0.1209944,0.334564,-0.1535576,		0.5164409,0.04890937
-0.1148311,0.330522,-0.1535576,		0.5164409,0.0656693
-0.09179188,0.3336713,-0.1366462,		0.5865629,0.05261105
-0.09179188,0.3389536,-0.1366462,		0.5865629,0.03070807
-0.09179187,0.3417816,-0.1421653,		0.5636785,0.01898175
-0.09179187,0.3417816,-0.1480385,		0.5393254,0.01898175
-0.0680653,0.3304974,-0.1366462,		0.5865629,0.0657711
-0.0619315,0.334564,-0.1366462,		0.5865629,0.04890937
-0.06193149,0.337392,-0.1421653,		0.5636785,0.03718305
-0.06193149,0.337392,-0.1480385,		0.5393254,0.03718311
-0.06193149,0.334564,-0.1535576,		0.5164409,0.04890937
-0.06799372,0.330522,-0.1535576,		0.5164409,0.0656693
-0.09179187,0.3389536,-0.1535576,		0.5164409,0.03070807
-0.09179187,0.333789,-0.1535576,		0.5164409,0.05212289
-0.09151259,0.3365395,-0.1418824,		0.3367075,0.00284481
-0.1194238,0.3307405,-0.1418824,		0.413921,0.02096677
-0.124835,0.3041092,-0.1418823,		0.4288905,0.1041895
-0.1217364,0.2865395,-0.1418823,		0.4203185,0.1590948
-0.1179604,0.265911,-0.1418823,		0.4098727,0.223559
-0.112271,0.2511842,-0.1418823,		0.3941335,0.2695803
-0.09151259,0.2365395,-0.1418824,		0.1277677,0.326836
-0.06360137,0.3307405,-0.1418824,		0.2594941,0.02096677
-0.05819017,0.3041092,-0.1418823,		0.2445246,0.1041895
-0.06128876,0.2865395,-0.1418823,		0.2530965,0.1590948
-0.06506475,0.265911,-0.1418823,		0.2635424,0.223559
-0.07075414,0.2511842,-0.1418823,		0.2792814,0.2695803
-0.09151259,0.2365395,-0.1418824,		0.1277677,0.326836
-0.1169876,0.2723088,-0.1321471,		0.6388888,0.8
-0.1169876,0.2669939,-0.1366462,		0.5833333,0.8
-0.1141254,0.2551645,-0.1159619,		0.6959832,0.3103265
-0.1146728,0.2498495,-0.118854,		0.6839916,0.3323647
-0.1141254,0.2551645,-0.1159619,		0.6959832,0.3103265
-0.1146728,0.2498495,-0.118854,		0.6839916,0.3323647
-0.1022299,0.2844079,-0.1026759,		0.8504479,0.3896564
-0.1184591,0.2844079,-0.1063261,		0.9411922,0.3896564
-0.09555801,0.2910745,-0.1009504,		0.8021351,0.3435213
-0.1210894,0.2910745,-0.1070309,		0.9901279,0.3435213
-0.09555801,0.3006002,-0.1009504,		0.8103027,0.2715213
-0.1210894,0.3006002,-0.1070309,		0.9901279,0.2715213
-0.1022299,0.3032012,-0.1026759,		0.851,0.2525213
-0.1184591,0.3032012,-0.1063261,		0.962,0.2525213
-0.1210894,0.2971236,-0.1078854,		0.7827123,0.2577001
-0.1210894,0.2971236,-0.1426754,		0.6974487,0.2577001
-0.1210894,0.2999185,-0.1426754,		0.6974487,0.2389562
-0.08093795,0.2844079,-0.1026759,		0.8506649,0.3894818
-0.06470869,0.2844079,-0.1063261,		0.9411468,0.3894818
-0.08760982,0.2910745,-0.1009504,		0.8022652,0.3432331
-0.06207848,0.2910745,-0.1070309,		0.9898091,0.3432331
-0.08760982,0.3006002,-0.1009504,		0.8104328,0.2716277
-0.06207848,0.3006002,-0.1070309,		0.9898091,0.2716277
-0.08093795,0.3032012,-0.1026759,		0.851217,0.252076
-0.06470869,0.3032012,-0.1063261,		0.9619546,0.252076
-0.06207848,0.2971236,-0.1078854,		0.7439604,0.2577
-0.06207848,0.2971236,-0.1426754,		0.6586968,0.2577001
-0.06207848,0.2999185,-0.1426754,		0.6586968,0.2389562
-0.09158392,0.3008182,-0.1009504,		0.7270582,0.2461979
-0.09158392,0.3011731,-0.1009504,		0.7270582,0.2414565
-0.0951816,0.3001187,-0.1009504,		0.8053027,0.2755213
-0.0882929,0.3001187,-0.1009504,		0.8054731,0.2752473
-0.1210894,0.3006002,-0.1070309,		0.7848065,0.2343842
-0.1210894,0.3006002,-0.1070309,		0.9944014,0.2716714
-0.1210894,0.2910745,-0.1070309,		0.9944014,0.3430873
-0.1210894,0.2971236,-0.1078854,		0.9944014,0.3430873
-0.06207848,0.3006002,-0.1070309,		0.7460546,0.2343842
-0.06207848,0.3006002,-0.1070309,		0.9944014,0.2716714
-0.06207848,0.2971236,-0.1078854,		0.9944014,0.3430873
-0.06207848,0.2910745,-0.1070309,		0.9944014,0.3430873
-0.0882929,0.3001187,-0.1009504,		0.6845905,0.2555429
-0.08760982,0.3006002,-0.1009504,		0.6757761,0.2491099
-0.0951816,0.3001187,-0.1009504,		0.7734829,0.2555429
-0.09555801,0.3006002,-0.1009504,		0.7783402,0.2491099

#====================
# Number of Faces
541
1,55,3
1,3,2
106,50,49
50,106,109
3,5,2
5,3,4
57,6,110
6,57,60
110,6,111
7,8,9
7,51,62
8,2,9
2,8,1
12,7,9
10,6,11
6,10,111
10,0,112
0,10,11
113,13,14
114,15,16
113,16,13
114,16,113
115,14,116
12,9,117
11,60,66
15,26,16
26,15,25
13,26,27
26,13,16
14,27,28
27,14,13
17,20,118
20,17,19
119,21,120
21,119,121
122,22,18
22,122,123
19,23,20
121,24,21
24,121,124
123,125,22
118,126,17
127,122,18
5,30,2
30,5,29
9,2,30
10,128,111
44,46,45
46,44,43
129,32,130
32,129,31
130,33,131
33,130,32
131,34,132
34,131,33
132,31,129
31,133,34
31,36,32
36,31,35
32,37,33
37,32,36
33,38,34
38,33,37
34,35,31
35,34,38
134,40,135
40,134,39
135,41,136
41,135,40
136,42,137
42,136,41
137,39,134
39,138,42
39,44,40
44,39,43
40,45,41
45,40,44
41,46,42
46,41,45
42,43,39
43,42,46
55,47,3
